datetime,max_temp,min_temp,temp,rh,precip,wind_spd,solar_rad,snow
2021-06-17,35.9,18.9,27.5,16.1,0.0,2.0,365,0.0
2021-06-18,37.0,18.5,28.2,11.8,0.0,2.1,364,0.0
2021-06-19,35.2,18.9,27.5,13.9,0.0,4.1,343,0.0
2021-06-20,36.7,18.1,27.6,12.4,0.0,3.5,347,0.0
2021-06-21,36.3,18.1,27.6,12.7,0.0,2.3,360,0.0
2021-06-22,35.6,18.5,27.4,13.9,0.0,3.0,363,0.0
2021-06-23,35.2,18.5,27.3,9.8,0.0,3.1,365,0.0
2021-06-24,34.1,18.5,26.8,9.4,0.0,2.8,365,0.0
2021-06-25,34.1,18.5,27.1,10.0,0.0,3.3,363,0.0
2021-06-26,34.1,19.3,27.0,11.8,0.0,3.1,320,0.0
2021-06-27,32.6,19.6,26.6,13.6,0.0,2.8,315,0.0
2021-06-28,32.6,22.2,27.3,13.7,0.0,2.3,263,0.0
2021-06-29,32.6,21.5,27.0,13.7,0.0,1.9,354,0.0
2021-06-30,33.3,20.4,27.0,14.5,0.0,1.9,246,0.0
2021-07-01,33.7,21.1,27.6,14.6,0.0,3.6,359,0.0
2021-07-02,33.3,18.5,26.7,14.0,0.0,2.1,351,0.0
2021-07-03,34.1,17.4,26.6,19.5,0.0,1.5,337,0.0
2021-07-04,35.6,19.6,27.7,17.1,0.0,2.3,319,0.0
2021-07-05,34.8,20.4,27.7,14.0,0.0,2.8,362,0.0
2021-07-06,33.3,19.3,26.3,12.9,0.0,2.5,361,0.0
2021-07-07,34.1,18.5,26.4,10.8,0.0,2.1,361,0.0
2021-07-08,35.2,19.3,27.2,13.5,0.0,1.9,360,0.0
2021-07-09,35.6,17.4,27.0,20.4,0.0,2.0,359,0.0
2021-07-10,36.3,19.3,27.2,29.0,0.0,2.7,352,0.0
2021-07-11,34.4,15.6,26.6,18.2,0.0,1.9,359,0.0
2021-07-12,35.6,18.9,27.2,15.4,0.0,2.1,358,0.0
2021-07-13,35.6,17.8,27.4,23.5,0.0,2.8,356,0.0
2021-07-14,35.2,19.6,27.7,22.8,0.0,2.6,357,0.0
2021-07-15,33.7,17.8,26.3,21.3,0.0,2.0,355,0.0
2021-07-16,31.5,15.9,24.1,31.1,0.0,1.9,342,0.0
2021-07-17,32.6,16.3,24.6,30.4,0.0,1.6,354,0.0
2021-07-18,33.7,18.9,26.6,21.2,0.0,1.8,354,0.0
2021-07-19,33.0,18.9,27.0,20.3,0.0,2.2,288,0.0
2021-07-20,34.4,20.0,27.7,23.8,0.0,2.3,344,0.0
2021-07-21,35.2,20.4,28.5,17.8,0.0,1.7,278,0.0
2021-07-22,35.2,23.0,29.4,17.8,0.0,3.3,347,0.0
2021-07-23,36.3,19.6,28.0,17.1,0.0,2.4,351,0.0
2021-07-24,37.4,20.0,28.8,14.6,0.0,1.7,350,0.0
2021-07-25,37.4,20.4,29.8,16.5,0.0,2.0,325,0.0
2021-07-26,35.9,21.5,29.1,16.7,0.0,3.7,317,0.0
2021-07-27,35.2,20.7,28.2,17.9,0.0,3.4,334,0.0
2021-07-28,35.9,20.7,28.9,17.0,0.0,3.0,246,0.0
2021-07-29,34.1,20.7,27.2,23.7,0.0,4.1,316,0.0
2021-07-30,34.1,20.4,26.8,24.5,0.0,3.2,287,0.0
2021-07-31,33.0,18.1,25.8,27.1,0.0,2.6,319,0.0
2021-08-01,32.2,18.1,25.7,19.3,0.0,1.6,281,0.0
2021-08-02,29.3,17.8,23.7,30.8,0.0,2.5,280,0.0
2021-08-03,28.5,18.5,23.8,27.5,0.0,2.3,267,0.0
2021-08-04,29.3,17.8,24.0,26.6,0.0,2.4,286,0.0
2021-08-05,30.7,18.9,24.9,25.1,0.0,3.0,278,0.0
2021-08-06,29.6,20.4,25.2,23.2,0.0,3.0,310,0.0
2021-08-07,30.4,18.9,24.6,27.3,0.5,2.6,274,0.0
2021-08-08,31.1,17.0,24.9,31.8,0.0,1.6,294,0.0
2021-08-09,33.3,18.5,26.7,22.6,0.0,1.9,273,0.0
2021-08-10,33.7,19.6,27.7,18.0,0.0,2.1,317,0.0
2021-08-11,33.7,21.5,27.6,14.8,0.0,2.7,328,0.0
2021-08-12,33.0,18.5,26.4,15.6,0.0,2.0,293,0.0
2021-08-13,34.1,20.0,27.3,13.5,0.0,2.8,329,0.0
2021-08-14,33.3,15.6,25.4,17.0,0.0,1.6,328,0.0
2021-08-15,33.3,16.7,25.8,20.1,0.0,3.3,316,0.0
2021-08-16,33.3,16.7,25.6,19.0,0.0,3.5,322,0.0
2021-08-17,33.3,17.0,25.7,18.1,0.0,2.3,311,0.0
2021-08-18,33.0,17.4,25.0,17.2,0.0,3.1,317,0.0
2021-08-19,33.7,16.7,25.4,16.9,0.0,2.0,318,0.0
2021-08-20,32.6,18.9,25.8,20.5,0.0,2.7,320,0.0
2021-08-21,31.9,17.8,25.3,19.7,0.0,2.1,317,0.0
2021-08-22,31.1,16.3,24.6,18.1,0.0,1.4,261,0.0
2021-08-23,32.2,17.0,25.2,20.5,0.0,1.9,257,0.0
2021-08-24,33.3,17.4,26.0,19.0,0.0,1.9,310,0.0
2021-08-25,33.3,16.7,26.0,17.0,0.0,1.6,312,0.0
2021-08-26,33.7,17.8,26.0,14.4,0.0,2.2,310,0.0
2021-08-27,33.3,16.3,25.3,15.9,0.0,1.8,309,0.0
2021-08-28,31.9,18.1,25.2,19.8,0.0,3.0,307,0.0
2021-08-29,31.5,18.5,24.6,21.9,0.0,2.8,290,0.0
2021-08-30,32.2,17.8,24.8,21.0,0.0,2.4,300,0.0
2021-08-31,32.2,16.3,24.8,15.4,0.0,2.0,300,0.0
2021-09-01,33.3,17.4,26.1,13.5,0.0,1.3,251,0.0
2021-09-02,31.5,17.4,25.0,18.8,0.0,2.9,220,0.0
2021-09-03,31.5,18.1,24.9,18.4,0.0,3.4,262,0.0
2021-09-04,32.6,15.6,24.1,13.0,0.0,2.5,295,0.0
2021-09-05,32.2,11.1,22.9,10.9,0.0,1.4,294,0.0
2021-09-06,32.2,14.8,23.7,9.4,0.0,1.9,292,0.0
2021-09-07,31.5,14.8,23.4,11.9,0.0,1.4,290,0.0
2021-09-08,32.2,14.4,23.2,24.5,0.0,3.4,288,0.0
2021-09-09,32.2,14.8,23.4,24.5,0.0,2.8,286,0.0
2021-09-10,31.5,15.6,23.0,25.6,0.0,2.4,285,0.0
2021-09-11,32.2,14.4,23.1,23.0,0.0,2.1,283,0.0
2021-09-12,32.2,15.6,24.2,14.4,0.0,2.3,281,0.0
2021-09-13,31.9,15.6,23.7,14.3,0.0,2.4,279,0.0
2021-09-14,31.9,15.6,23.6,15.0,0.0,1.7,277,0.0
2021-09-15,32.6,15.2,24.5,15.3,0.0,1.4,275,0.0
2021-09-16,31.5,16.7,24.1,15.2,0.0,2.2,273,0.0
2021-09-17,29.3,14.4,21.8,17.3,0.0,2.1,272,0.0
2021-09-18,27.4,10.7,20.1,20.8,0.0,1.8,270,0.0
2021-09-19,28.5,11.5,20.6,24.3,0.0,1.6,268,0.0
2021-09-20,28.9,14.1,21.3,16.8,0.0,1.5,266,0.0
2021-09-21,28.9,11.9,20.8,14.7,0.0,1.2,253,0.0
2021-09-22,29.6,13.0,21.1,13.0,0.0,2.3,262,0.0
2021-09-23,27.8,12.6,20.0,18.8,0.0,2.2,260,0.0
2021-09-24,27.4,14.4,20.7,23.9,0.0,3.4,258,0.0
2021-09-25,25.6,13.7,19.4,27.3,0.0,3.7,256,0.0
2021-09-26,25.9,8.1,16.9,28.9,0.0,1.8,254,0.0
2021-09-27,28.5,9.3,18.9,24.7,0.0,1.8,251,0.0
2021-09-28,28.1,13.0,20.4,15.6,0.0,2.8,249,0.0
2021-09-29,27.8,11.9,19.8,19.7,0.0,2.1,247,0.0
2021-09-30,27.0,13.7,19.8,24.5,0.0,3.4,244,0.0
2021-10-01,26.7,12.6,19.0,20.3,0.0,2.5,243,0.0
2021-10-02,26.3,9.6,18.1,19.1,0.0,1.5,241,0.0
2021-10-03,27.0,10.7,18.4,31.2,0.0,2.3,239,0.0
2021-10-04,27.0,10.7,19.1,28.4,0.0,3.6,237,0.0
2021-10-05,24.8,10.4,17.0,18.8,0.0,2.7,235,0.0
2021-10-06,22.6,8.5,16.0,21.5,0.0,2.4,225,0.0
2021-10-07,24.8,10.4,17.4,29.0,0.0,2.8,230,0.0
2021-10-08,23.0,4.4,13.5,35.3,0.0,1.5,228,0.0
2021-10-09,20.7,4.4,12.6,42.3,0.0,2.0,226,0.0
2021-10-10,22.2,6.7,13.5,39.1,0.0,2.3,224,0.0
2021-10-11,21.9,6.3,13.2,33.4,0.0,2.2,222,0.0
2021-10-12,23.0,6.3,14.3,26.8,0.0,1.7,220,0.0
2021-10-13,23.7,8.1,15.9,26.3,0.0,1.7,218,0.0
2021-10-14,24.4,10.7,17.6,33.3,0.0,2.0,215,0.0
2021-10-15,25.6,10.7,17.7,26.8,0.0,1.2,211,0.0
2021-10-16,24.8,11.1,17.7,31.3,0.0,1.9,208,0.0
2021-10-17,24.8,11.5,18.0,26.8,0.0,2.7,206,0.0
2021-10-18,20.4,6.7,13.6,23.3,0.0,2.8,207,0.0
2021-10-19,21.1,6.7,13.3,25.3,0.0,2.5,205,0.0
2021-10-20,18.5,6.3,12.5,32.9,0.0,2.4,200,0.0
2021-10-21,17.0,4.4,10.7,42.7,0.0,2.0,198,0.0
2021-10-22,17.4,3.7,9.9,48.3,0.0,2.9,200,0.0
2021-10-23,18.9,4.4,10.9,33.2,0.0,2.1,198,0.0
2021-10-24,15.9,5.6,10.5,25.6,0.0,2.2,196,0.0
2021-10-25,18.5,3.7,10.5,18.8,0.0,1.4,194,0.0
2021-10-26,18.1,3.3,10.8,16.8,0.0,1.5,192,0.0
2021-10-27,15.2,2.2,8.6,49.3,0.5,1.4,148,0.0
2021-10-28,17.4,3.0,10.0,34.0,0.0,1.2,188,0.0
2021-10-29,15.2,6.7,10.2,52.0,3.0,1.4,67,0.0
2021-10-30,16.3,7.8,12.0,63.4,0.5,2.2,124,0.0
2021-10-31,19.3,9.3,13.7,58.0,0.0,2.5,103,0.0
2021-11-01,20.0,8.9,13.8,46.2,0.0,1.1,66,0.0
2021-11-02,20.4,8.5,13.8,41.3,0.0,1.8,176,0.0
2021-11-03,17.4,7.0,11.3,63.0,1.0,1.6,84,0.0
2021-11-04,14.8,5.9,9.9,75.8,6.5,0.9,84,0.0
2021-11-05,8.1,5.9,7.3,91.5,4.5,2.2,41,0.0
2021-11-06,7.0,3.7,5.6,85.0,0.0,2.1,40,0.0
2021-11-07,7.8,2.2,4.9,78.7,1.0,1.9,108,0.0
2021-11-08,10.7,0.4,4.9,70.8,0.0,1.8,169,0.0
2021-11-09,12.6,-0.4,5.5,59.2,0.0,1.0,167,0.0
2021-11-10,14.1,0.7,7.0,49.7,0.0,1.3,166,0.0
2021-11-11,10.7,3.3,6.2,62.4,9.0,2.6,57,0.0
2021-11-12,6.7,2.2,3.9,83.1,10.0,2.5,130,0.0
2021-11-13,7.8,1.1,3.8,78.7,0.0,1.0,148,0.0
2021-11-14,10.4,-0.4,4.1,63.8,0.0,1.3,159,0.0
2021-11-15,9.6,0.7,5.1,65.2,0.0,1.1,44,0.0
2021-11-16,8.1,0.7,5.1,75.6,2.0,1.2,45,0.0
2021-11-17,7.8,-4.4,1.6,67.8,0.0,1.9,156,0.0
2021-11-18,9.3,-3.0,2.3,66.8,0.0,1.3,154,0.0
2021-11-19,10.0,-1.1,4.0,56.4,0.0,1.2,106,0.0
2021-11-20,11.1,0.4,5.7,56.8,0.0,1.7,146,0.0
2021-11-21,7.4,4.1,5.4,85.3,3.0,1.5,88,0.0
2021-11-22,8.9,3.3,6.0,82.8,2.0,1.8,141,0.0
2021-11-23,10.4,1.5,5.5,72.2,0.0,1.5,146,0.0
2021-11-24,11.5,0.0,5.1,57.3,0.0,1.6,147,0.0
2021-11-25,10.7,0.0,5.8,43.0,0.0,0.8,60,0.0
2021-11-26,11.1,1.1,6.2,65.1,1.0,1.5,138,0.0
2021-11-27,12.2,3.0,7.1,57.7,0.0,1.7,144,0.0
2021-11-28,13.7,2.6,7.8,50.4,0.0,1.5,134,0.0
2021-11-29,13.7,3.7,8.1,59.4,0.0,2.1,140,0.0
2021-11-30,15.2,2.2,8.0,50.1,0.0,0.8,66,0.0
2021-12-01,14.4,4.1,8.9,46.5,0.0,3.4,75,0.0
2021-12-02,11.5,-0.7,5.8,72.6,7.5,3.4,105,3.5
2021-12-03,6.7,-2.2,2.0,67.4,0.0,1.7,138,0.0
2021-12-04,8.5,-3.3,2.0,54.8,0.0,0.8,133,0.0
2021-12-05,8.9,-0.7,3.7,42.4,0.0,1.2,39,0.0
2021-12-06,7.4,1.1,3.9,71.0,3.0,1.2,121,3.0
2021-12-07,8.1,-0.7,3.0,73.0,0.0,1.0,125,0.0
2021-12-08,9.3,0.7,5.0,54.9,0.0,1.5,51,0.0
2021-12-09,11.9,1.5,6.6,51.7,0.0,3.5,129,0.0
2021-12-10,11.5,2.2,5.9,69.2,0.0,1.7,130,0.0
2021-12-11,10.7,-1.9,3.8,52.1,0.0,0.5,133,0.0
2021-12-12,11.5,-1.9,3.7,41.3,0.0,0.7,133,0.0
2021-12-13,11.1,-2.2,3.2,36.0,0.0,0.8,118,0.0
2021-12-14,9.6,-1.5,3.8,35.1,0.0,0.9,72,0.0
2021-12-15,10.7,0.4,4.8,40.5,0.0,1.2,88,0.0
2021-12-16,9.6,-2.2,3.5,46.4,0.0,1.1,131,0.0
2021-12-17,8.5,-1.5,3.9,73.7,3.5,2.5,120,0.0
2021-12-18,4.8,2.6,3.9,90.0,13.5,1.9,19,0.0
2021-12-19,6.3,-1.1,2.6,80.5,4.0,2.2,114,0.0
2021-12-20,7.0,-3.3,2.8,84.2,16.0,2.1,37,0.0
2021-12-21,5.2,-2.2,2.9,67.2,3.5,4.1,128,0.0
2021-12-22,4.1,-3.3,-0.2,68.0,0.0,3.3,89,0.0
2021-12-23,4.8,-4.1,0.3,70.9,0.0,2.5,121,0.0
2021-12-24,3.0,-1.1,1.0,75.1,0.0,2.8,50,0.0
2021-12-25,3.3,-4.1,0.0,72.0,0.0,2.1,125,0.0
2021-12-26,5.2,-5.9,-1.3,56.0,0.0,0.5,131,0.0
2021-12-27,7.0,-4.8,0.3,50.7,0.0,0.4,132,0.0
2021-12-28,5.9,-4.8,0.5,50.2,0.0,0.9,132,0.0
2021-12-29,4.1,-2.2,0.6,60.7,0.0,1.5,81,0.0
2021-12-30,5.2,-1.1,1.4,73.0,0.0,1.1,92,0.0
2021-12-31,6.3,-2.6,1.4,72.6,0.0,1.3,139,0.0
2022-01-01,5.6,-2.2,1.7,77.7,1.0,1.9,51,0.0
2022-01-02,3.0,-0.7,1.7,92.0,3.0,1.5,29,1.0
2022-01-03,1.9,-2.6,-0.2,88.1,0.0,1.7,34,0.0
2022-01-04,4.8,-4.4,-0.1,79.3,0.0,2.2,126,0.0
2022-01-05,3.0,-4.1,0.3,66.3,0.0,2.7,116,0.0
2022-01-06,8.0,-5.6,-0.1,54.4,0.0,1.1,136,0.0
2022-01-07,10.0,-7.0,2.4,46.5,0.0,1.5,137,0.0
2022-01-08,10.0,-6.0,2.2,49.3,0.0,1.9,138,0.0
2022-01-09,12.0,-7.0,2.8,46.7,0.0,1.4,138,0.0
2022-01-10,10.0,-7.0,2.1,53.6,0.0,1.5,53,0.0
2022-01-11,11.0,1.0,6.5,61.6,0.5,3.2,68,0.0
2022-01-12,14.0,1.0,6.8,61.2,0.0,2.6,119,0.0
2022-01-13,13.0,-3.0,5.0,65.3,1.0,2.9,135,0.0
2022-01-14,12.0,3.0,7.4,66.4,7.5,5.5,77,0.0
2022-01-15,4.0,1.0,2.9,64.7,2.0,5.2,132,0.0
2022-01-16,4.0,-1.0,1.1,63.8,0.0,3.5,130,0.0
2022-01-17,3.0,-4.0,0.8,74.5,8.0,3.7,130,64.0
2022-01-18,-3.0,-14.0,-7.6,68.5,1.5,2.9,147,37.5
2022-01-19,3.0,-18.0,-8.3,60.8,0.0,2.4,149,0.0
2022-01-20,1.0,-11.1,-2.3,67.4,3.0,4.7,81,46.0
2022-01-21,-3.0,-13.0,-8.1,55.8,0.0,3.7,151,0.0
2022-01-22,1.0,-16.0,-8.3,62.2,0.0,1.4,152,0.0
2022-01-23,4.0,-13.0,-5.3,60.4,0.0,1.9,154,0.0
2022-01-24,7.0,-11.0,-1.3,54.2,0.0,2.3,155,0.0
2022-01-25,7.0,-7.0,-0.3,65.6,0.0,1.7,156,0.0
2022-01-26,7.0,-7.0,0.3,71.0,0.0,2.2,129,0.0
2022-01-27,7.0,-2.0,3.6,57.8,2.5,4.2,123,1.0
2022-01-28,4.0,-5.8,-1.0,50.4,0.0,3.1,142,0.0
2022-01-29,4.0,-8.0,-2.8,67.7,0.0,1.9,159,0.0
2022-01-30,4.0,-9.0,-2.6,59.1,0.0,2.3,164,0.0
2022-01-31,0.1,-7.3,-3.6,57.8,0.0,3.1,47,0.0
2022-02-01,3.0,-9.0,-1.3,80.3,3.0,2.5,105,45.5
2022-02-02,5.0,-12.0,-4.4,68.0,0.0,1.8,169,0.0
2022-02-03,4.0,-9.0,-2.6,77.6,0.0,1.3,58,0.0
2022-02-04,13.0,-2.0,5.6,63.8,3.5,3.9,170,0.0
2022-02-05,5.0,-1.0,1.7,70.0,5.0,3.6,154,34.5
2022-02-06,6.0,-4.4,0.7,60.6,0.0,3.4,157,0.0
2022-02-07,5.0,-4.6,0.3,56.9,0.0,3.1,177,0.0
2022-02-08,10.0,-6.3,0.4,55.0,0.0,2.8,179,0.0
2022-02-09,14.0,-6.0,2.1,50.9,0.0,2.2,153,0.0
2022-02-10,13.0,-6.0,2.8,56.9,1.5,2.7,140,0.0
2022-02-11,9.0,-1.9,3.4,79.7,1.0,2.4,168,1.0
2022-02-12,4.0,-2.2,1.1,96.2,6.0,2.2,129,40.5
2022-02-13,11.0,-5.0,1.7,75.8,0.0,1.6,189,0.0
2022-02-14,10.0,-5.0,1.7,71.2,0.0,1.6,192,0.0
2022-02-15,12.0,-6.0,2.4,69.0,0.0,1.6,192,0.0
2022-02-16,10.0,-3.0,3.6,65.8,0.0,2.0,161,0.0
2022-02-17,9.0,-2.0,3.0,70.5,0.0,1.8,162,0.0
2022-02-18,10.0,-3.0,2.5,69.0,0.0,1.8,78,0.0
2022-02-19,8.0,-1.0,2.2,76.5,6.5,2.9,44,0.0
2022-02-20,7.0,0.2,3.4,90.9,12.5,4.1,84,3.0
2022-02-21,9.0,0.0,3.0,83.6,0.0,3.5,172,0.0
2022-02-22,12.0,-2.0,4.1,69.2,0.0,2.7,208,0.0
2022-02-23,15.0,-1.0,5.8,62.0,0.0,1.8,178,0.0
2022-02-24,16.0,-1.0,6.3,56.9,0.0,1.7,212,0.0
2022-02-25,14.0,-1.0,6.3,69.9,1.0,3.5,190,1.0
2022-02-26,12.0,1.0,8.0,56.4,7.0,4.4,140,0.0
2022-02-27,13.0,-3.0,4.0,61.3,0.0,2.1,219,0.0
2022-02-28,14.0,-4.0,4.9,54.1,0.0,1.9,172,0.0
2022-03-01,14.0,-3.0,6.0,47.8,0.0,1.7,152,0.0
2022-03-02,14.0,2.0,7.5,49.8,0.0,2.3,66,0.0
2022-03-03,16.0,4.0,9.0,60.3,2.5,4.5,84,0.0
2022-03-04,10.0,0.3,7.3,52.2,7.5,7.5,206,0.0
2022-03-05,9.0,-0.7,4.6,33.7,0.0,4.5,189,0.0
2022-03-06,10.0,-1.0,5.1,51.4,2.6,3.7,99,0.0
2022-03-07,10.0,1.4,5.3,76.8,6.6,3.4,133,2.4
2022-03-08,13.0,1.0,5.9,71.6,0.5,3.2,219,1.0
2022-03-09,13.0,-2.0,5.8,62.9,2.5,3.3,147,0.0
2022-03-10,18.0,3.9,11.8,47.0,6.3,5.4,107,0.0
2022-03-11,16.0,7.2,12.1,49.2,6.5,5.8,132,0.0
2022-03-12,10.0,2.0,6.6,32.8,0.0,5.5,63,0.0
2022-03-13,16.0,2.9,10.3,26.2,0.0,5.9,250,0.0
2022-03-14,16.0,2.4,10.2,38.7,0.0,4.5,249,0.0
2022-03-15,13.0,0.0,7.3,42.2,0.5,3.5,243,0.0
2022-03-16,7.0,-3.0,3.8,44.0,0.0,4.8,244,0.0
2022-03-17,8.0,-6.0,0.8,37.3,0.0,3.7,259,0.0
2022-03-18,9.0,-4.0,2.6,33.4,0.0,2.3,198,0.0
2022-03-19,5.5,-1.8,1.6,41.0,0.0,3.1,239,0.0
2022-03-20,16.0,1.1,9.3,32.3,0.0,5.1,227,0.0
2022-03-21,17.0,1.0,10.4,37.6,1.5,3.5,263,0.0
2022-03-22,10.0,3.0,6.6,73.2,4.2,2.8,150,0.0
2022-03-23,17.0,1.0,8.1,66.0,0.0,2.5,267,0.0
2022-03-24,16.0,2.0,8.8,52.7,2.2,5.0,182,0.0
2022-03-25,9.0,-3.0,5.0,34.7,0.0,3.8,232,0.0
2022-03-26,9.0,-2.0,3.4,49.7,0.8,3.5,148,14.3
2022-03-27,11.0,-5.0,3.2,48.0,0.0,3.8,267,0.0
2022-03-28,14.0,-4.0,5.7,33.2,0.0,4.0,281,0.0
2022-03-29,17.0,-4.0,6.6,35.0,0.0,2.1,283,0.0
2022-03-30,21.0,-6.0,8.7,33.0,0.0,1.6,285,0.0
2022-03-31,19.0,5.0,12.4,35.8,1.0,2.3,271,0.0
2022-04-01,21.0,2.0,11.7,47.0,0.0,1.7,289,0.0
2022-04-02,18.3,8.3,13.6,27.1,0.0,2.3,290,0.0
2022-04-03,25.0,4.0,15.9,28.8,0.0,2.3,291,0.0
2022-04-04,25.0,5.0,16.0,25.9,0.0,3.0,242,0.0
2022-04-05,21.0,3.0,12.7,23.0,0.0,2.6,292,0.0
2022-04-06,21.0,3.0,13.8,25.6,0.0,2.8,198,0.0
2022-04-07,23.0,7.0,15.2,24.5,0.0,5.0,234,0.0
2022-04-08,23.0,9.0,16.3,27.0,0.0,4.0,129,0.0
2022-04-09,19.0,10.0,15.0,37.2,2.5,5.2,109,0.0
2022-04-10,18.0,3.0,11.0,50.2,0.0,3.2,303,0.0
2022-04-11,23.0,3.0,13.7,33.4,0.0,3.2,289,0.0
2022-04-12,23.0,7.0,15.8,26.0,0.0,3.2,273,0.0
2022-04-13,23.0,13.0,19.0,13.0,0.0,4.9,310,0.0
